"MonthStart","nPups","nJuvs","nSubadults","nAdults","AgeClass","Proportion"
2009-11-01,52,0,80,101,"Adults",0.433476394849785
2009-12-01,55,4,53,120,"Pups",0.237068965517241
2009-12-01,55,4,53,120,"Juveniles",0.0172413793103448
2009-12-01,55,4,53,120,"Subadults",0.228448275862069
2009-12-01,55,4,53,120,"Adults",0.517241379310345
2010-01-01,53,45,47,130,"Pups",0.192727272727273
2010-01-01,53,45,47,130,"Juveniles",0.163636363636364
2010-01-01,53,45,47,130,"Subadults",0.170909090909091
2010-01-01,53,45,47,130,"Adults",0.472727272727273
2010-02-01,55,45,31,150,"Pups",0.195729537366548
2010-02-01,55,45,31,150,"Juveniles",0.160142348754448
2010-02-01,55,45,31,150,"Subadults",0.110320284697509
2010-02-01,55,45,31,150,"Adults",0.533807829181495
2010-03-01,68,52,18,136,"Pups",0.248175182481752
2010-03-01,68,52,18,136,"Juveniles",0.18978102189781
2010-03-01,68,52,18,136,"Subadults",0.0656934306569343
2010-03-01,68,52,18,136,"Adults",0.496350364963504
2010-04-01,47,43,40,148,"Pups",0.169064748201439
2010-04-01,47,43,40,148,"Juveniles",0.154676258992806
2010-04-01,47,43,40,148,"Subadults",0.143884892086331
2010-04-01,47,43,40,148,"Adults",0.532374100719424
2010-05-01,45,42,38,150,"Pups",0.163636363636364
2010-05-01,45,42,38,150,"Juveniles",0.152727272727273
2010-05-01,45,42,38,150,"Subadults",0.138181818181818
2010-05-01,45,42,38,150,"Adults",0.545454545454545
2010-06-01,14,58,50,149,"Pups",0.0516605166051661
2010-06-01,14,58,50,149,"Juveniles",0.214022140221402
2010-06-01,14,58,50,149,"Subadults",0.18450184501845
2010-06-01,14,58,50,149,"Adults",0.549815498154982
2010-07-01,7,41,75,153,"Pups",0.0253623188405797
2010-07-01,7,41,75,153,"Juveniles",0.148550724637681
2010-07-01,7,41,75,153,"Subadults",0.271739130434783
2010-07-01,7,41,75,153,"Adults",0.554347826086957
2010-08-01,3,42,77,156,"Pups",0.0107913669064748
2010-08-01,3,42,77,156,"Juveniles",0.151079136690647
2010-08-01,3,42,77,156,"Subadults",0.276978417266187
2010-08-01,3,42,77,156,"Adults",0.561151079136691
2010-09-01,26,14,104,154,"Pups",0.087248322147651
2010-09-01,26,14,104,154,"Juveniles",0.0469798657718121
2010-09-01,26,14,104,154,"Subadults",0.348993288590604
2010-09-01,26,14,104,154,"Adults",0.516778523489933
2010-10-01,41,4,81,182,"Pups",0.133116883116883
2010-10-01,41,4,81,182,"Juveniles",0.012987012987013
2010-10-01,41,4,81,182,"Subadults",0.262987012987013
2010-10-01,41,4,81,182,"Adults",0.590909090909091
2010-11-01,32,3,79,168,"Pups",0.113475177304965
2010-11-01,32,3,79,168,"Juveniles",0.0106382978723404
2010-11-01,32,3,79,168,"Subadults",0.280141843971631
2010-11-01,32,3,79,168,"Adults",0.595744680851064
2010-12-01,32,17,67,166,"Pups",0.113475177304965
2010-12-01,32,17,67,166,"Juveniles",0.0602836879432624
2010-12-01,32,17,67,166,"Subadults",0.23758865248227
2010-12-01,32,17,67,166,"Adults",0.588652482269504
2011-01-01,34,27,42,178,"Pups",0.120996441281139
2011-01-01,34,27,42,178,"Juveniles",0.096085409252669
2011-01-01,34,27,42,178,"Subadults",0.149466192170818
2011-01-01,34,27,42,178,"Adults",0.633451957295374
2011-02-01,73,31,42,166,"Pups",0.233974358974359
2011-02-01,73,31,42,166,"Juveniles",0.0993589743589744
2011-02-01,73,31,42,166,"Subadults",0.134615384615385
2011-02-01,73,31,42,166,"Adults",0.532051282051282
2011-03-01,80,31,32,181,"Pups",0.246913580246914
2011-03-01,80,31,32,181,"Juveniles",0.095679012345679
2011-03-01,80,31,32,181,"Subadults",0.0987654320987654
2011-03-01,80,31,32,181,"Adults",0.558641975308642
2011-04-01,68,31,29,190,"Pups",0.213836477987421
2011-04-01,68,31,29,190,"Juveniles",0.0974842767295598
2011-04-01,68,31,29,190,"Subadults",0.0911949685534591
2011-04-01,68,31,29,190,"Adults",0.59748427672956
2011-05-01,40,61,32,186,"Pups",0.125391849529781
2011-05-01,40,61,32,186,"Juveniles",0.191222570532915
2011-05-01,40,61,32,186,"Subadults",0.100313479623824
2011-05-01,40,61,32,186,"Adults",0.58307210031348
2011-06-01,20,66,45,184,"Pups",0.0634920634920635
2011-06-01,20,66,45,184,"Juveniles",0.20952380952381
2011-06-01,20,66,45,184,"Subadults",0.142857142857143
2011-06-01,20,66,45,184,"Adults",0.584126984126984
2011-07-01,15,60,55,172,"Pups",0.0496688741721854
2011-07-01,15,60,55,172,"Juveniles",0.198675496688742
2011-07-01,15,60,55,172,"Subadults",0.182119205298013
2011-07-01,15,60,55,172,"Adults",0.56953642384106
2011-08-01,8,36,86,158,"Pups",0.0277777777777778
2011-08-01,8,36,86,158,"Juveniles",0.125
2011-08-01,8,36,86,158,"Subadults",0.298611111111111
2011-08-01,8,36,86,158,"Adults",0.548611111111111
2011-09-01,29,19,92,178,"Pups",0.0911949685534591
2011-09-01,29,19,92,178,"Juveniles",0.059748427672956
2011-09-01,29,19,92,178,"Subadults",0.289308176100629
2011-09-01,29,19,92,178,"Adults",0.559748427672956
2011-10-01,40,14,86,183,"Pups",0.123839009287926
2011-10-01,40,14,86,183,"Juveniles",0.043343653250774
2011-10-01,40,14,86,183,"Subadults",0.26625386996904
2011-10-01,40,14,86,183,"Adults",0.56656346749226
2011-11-01,37,6,88,187,"Pups",0.116352201257862
2011-11-01,37,6,88,187,"Juveniles",0.0188679245283019
2011-11-01,37,6,88,187,"Subadults",0.276729559748428
2011-11-01,37,6,88,187,"Adults",0.588050314465409
2011-12-01,27,11,74,198,"Pups",0.0870967741935484
2011-12-01,27,11,74,198,"Juveniles",0.0354838709677419
2011-12-01,27,11,74,198,"Subadults",0.238709677419355
2011-12-01,27,11,74,198,"Adults",0.638709677419355
2012-01-01,17,20,65,200,"Pups",0.0562913907284768
2012-01-01,17,20,65,200,"Juveniles",0.0662251655629139
2012-01-01,17,20,65,200,"Subadults",0.21523178807947
2012-01-01,17,20,65,200,"Adults",0.662251655629139
2012-02-01,47,21,37,228,"Pups",0.141141141141141
2012-02-01,47,21,37,228,"Juveniles",0.0630630630630631
2012-02-01,47,21,37,228,"Subadults",0.111111111111111
2012-02-01,47,21,37,228,"Adults",0.684684684684685
2012-03-01,54,19,26,250,"Pups",0.154727793696275
2012-03-01,54,19,26,250,"Juveniles",0.0544412607449857
2012-03-01,54,19,26,250,"Subadults",0.0744985673352436
2012-03-01,54,19,26,250,"Adults",0.716332378223496
2012-04-01,54,15,30,259,"Pups",0.150837988826816
2012-04-01,54,15,30,259,"Juveniles",0.0418994413407821
2012-04-01,54,15,30,259,"Subadults",0.0837988826815642
2012-04-01,54,15,30,259,"Adults",0.723463687150838
2012-05-01,29,34,26,267,"Pups",0.0814606741573034
2012-05-01,29,34,26,267,"Juveniles",0.0955056179775281
2012-05-01,29,34,26,267,"Subadults",0.0730337078651685
2012-05-01,29,34,26,267,"Adults",0.75
2012-06-01,8,44,28,259,"Pups",0.023598820058997
2012-06-01,8,44,28,259,"Juveniles",0.129793510324484
2012-06-01,8,44,28,259,"Subadults",0.0825958702064897
2012-06-01,8,44,28,259,"Adults",0.76401179941003
2012-07-01,0,45,31,244,"Pups",0
2012-07-01,0,45,31,244,"Juveniles",0.140625
2012-07-01,0,45,31,244,"Subadults",0.096875
2012-07-01,0,45,31,244,"Adults",0.7625
2012-08-01,0,23,49,245,"Pups",0
2012-08-01,0,23,49,245,"Juveniles",0.0725552050473186
2012-08-01,0,23,49,245,"Subadults",0.154574132492114
2012-08-01,0,23,49,245,"Adults",0.772870662460568
2012-09-01,0,7,54,236,"Pups",0
2012-09-01,0,7,54,236,"Juveniles",0.0235690235690236
2012-09-01,0,7,54,236,"Subadults",0.181818181818182
2012-09-01,0,7,54,236,"Adults",0.794612794612795
2012-10-01,20,0,52,243,"Pups",0.0634920634920635
2012-10-01,20,0,52,243,"Juveniles",0
2012-10-01,20,0,52,243,"Subadults",0.165079365079365
2012-10-01,20,0,52,243,"Adults",0.771428571428571
2012-11-01,35,0,52,198,"Pups",0.12280701754386
2012-11-01,35,0,52,198,"Juveniles",0
2012-11-01,35,0,52,198,"Subadults",0.182456140350877
2012-11-01,35,0,52,198,"Adults",0.694736842105263
2012-12-01,31,0,39,202,"Pups",0.113970588235294
2012-12-01,31,0,39,202,"Juveniles",0
2012-12-01,31,0,39,202,"Subadults",0.143382352941176
2012-12-01,31,0,39,202,"Adults",0.742647058823529
2013-01-01,26,13,36,184,"Pups",0.1003861003861
2013-01-01,26,13,36,184,"Juveniles",0.0501930501930502
2013-01-01,26,13,36,184,"Subadults",0.138996138996139
2013-01-01,26,13,36,184,"Adults",0.71042471042471
2013-02-01,8,24,18,191,"Pups",0.033195020746888
2013-02-01,8,24,18,191,"Juveniles",0.0995850622406639
2013-02-01,8,24,18,191,"Subadults",0.0746887966804979
2013-02-01,8,24,18,191,"Adults",0.79253112033195
2013-03-01,5,24,6,200,"Pups",0.0212765957446809
2013-03-01,5,24,6,200,"Juveniles",0.102127659574468
2013-03-01,5,24,6,200,"Subadults",0.025531914893617
2013-03-01,5,24,6,200,"Adults",0.851063829787234
2013-04-01,0,7,11,193,"Pups",0
2013-04-01,0,7,11,193,"Juveniles",0.033175355450237
2013-04-01,0,7,11,193,"Subadults",0.0521327014218009
2013-04-01,0,7,11,193,"Adults",0.914691943127962
2013-05-01,0,1,16,184,"Pups",0
2013-05-01,0,1,16,184,"Juveniles",0.00497512437810945
2013-05-01,0,1,16,184,"Subadults",0.0796019900497512
2013-05-01,0,1,16,184,"Adults",0.915422885572139
2013-06-01,0,1,16,178,"Pups",0
2013-06-01,0,1,16,178,"Juveniles",0.00512820512820513
2013-06-01,0,1,16,178,"Subadults",0.0820512820512821
2013-06-01,0,1,16,178,"Adults",0.912820512820513
2013-07-01,4,0,16,179,"Pups",0.0201005025125628
2013-07-01,4,0,16,179,"Juveniles",0
2013-07-01,4,0,16,179,"Subadults",0.0804020100502513
2013-07-01,4,0,16,179,"Adults",0.899497487437186
2013-08-01,5,0,16,165,"Pups",0.0268817204301075
2013-08-01,5,0,16,165,"Juveniles",0
2013-08-01,5,0,16,165,"Subadults",0.0860215053763441
2013-08-01,5,0,16,165,"Adults",0.887096774193548
2013-09-01,17,0,12,155,"Pups",0.0923913043478261
2013-09-01,17,0,12,155,"Juveniles",0
2013-09-01,17,0,12,155,"Subadults",0.0652173913043478
2013-09-01,17,0,12,155,"Adults",0.842391304347826
2013-10-01,28,0,3,145,"Pups",0.159090909090909
2013-10-01,28,0,3,145,"Juveniles",0
2013-10-01,28,0,3,145,"Subadults",0.0170454545454545
2013-10-01,28,0,3,145,"Adults",0.823863636363636
2013-11-01,28,4,0,125,"Pups",0.178343949044586
2013-11-01,28,4,0,125,"Juveniles",0.0254777070063694
2013-11-01,28,4,0,125,"Subadults",0
2013-11-01,28,4,0,125,"Adults",0.796178343949045
2013-12-01,38,6,0,111,"Pups",0.245161290322581
2013-12-01,38,6,0,111,"Juveniles",0.0387096774193548
2013-12-01,38,6,0,111,"Subadults",0
2013-12-01,38,6,0,111,"Adults",0.716129032258065
2014-01-01,79,20,0,115,"Pups",0.369158878504673
2014-01-01,79,20,0,115,"Juveniles",0.0934579439252336
2014-01-01,79,20,0,115,"Subadults",0
2014-01-01,79,20,0,115,"Adults",0.537383177570093
2014-02-01,91,18,4,107,"Pups",0.413636363636364
2014-02-01,91,18,4,107,"Juveniles",0.0818181818181818
2014-02-01,91,18,4,107,"Subadults",0.0181818181818182
2014-02-01,91,18,4,107,"Adults",0.486363636363636
2014-03-01,122,21,6,102,"Pups",0.48605577689243
2014-03-01,122,21,6,102,"Juveniles",0.0836653386454183
2014-03-01,122,21,6,102,"Subadults",0.0239043824701195
2014-03-01,122,21,6,102,"Adults",0.406374501992032
2014-04-01,109,29,18,97,"Pups",0.430830039525692
2014-04-01,109,29,18,97,"Juveniles",0.114624505928854
2014-04-01,109,29,18,97,"Subadults",0.0711462450592885
2014-04-01,109,29,18,97,"Adults",0.383399209486166
2014-05-01,98,37,21,95,"Pups",0.390438247011952
2014-05-01,98,37,21,95,"Juveniles",0.147410358565737
2014-05-01,98,37,21,95,"Subadults",0.0836653386454183
2014-05-01,98,37,21,95,"Adults",0.378486055776892
2014-06-01,88,47,25,91,"Pups",0.350597609561753
2014-06-01,88,47,25,91,"Juveniles",0.187250996015936
2014-06-01,88,47,25,91,"Subadults",0.099601593625498
2014-06-01,88,47,25,91,"Adults",0.362549800796813
2014-07-01,72,61,43,86,"Pups",0.274809160305344
2014-07-01,72,61,43,86,"Juveniles",0.232824427480916
2014-07-01,72,61,43,86,"Subadults",0.16412213740458
2014-07-01,72,61,43,86,"Adults",0.32824427480916
2014-08-01,53,62,52,81,"Pups",0.213709677419355
2014-08-01,53,62,52,81,"Juveniles",0.25
2014-08-01,53,62,52,81,"Subadults",0.209677419354839
2014-08-01,53,62,52,81,"Adults",0.326612903225806
2014-09-01,54,47,69,78,"Pups",0.217741935483871
2014-09-01,54,47,69,78,"Juveniles",0.189516129032258
2014-09-01,54,47,69,78,"Subadults",0.278225806451613
2014-09-01,54,47,69,78,"Adults",0.314516129032258
2014-10-01,41,36,86,81,"Pups",0.168032786885246
2014-10-01,41,36,86,81,"Juveniles",0.147540983606557
2014-10-01,41,36,86,81,"Subadults",0.352459016393443
2014-10-01,41,36,86,81,"Adults",0.331967213114754
2014-11-01,44,25,89,84,"Pups",0.181818181818182
2014-11-01,44,25,89,84,"Juveniles",0.103305785123967
2014-11-01,44,25,89,84,"Subadults",0.367768595041322
2014-11-01,44,25,89,84,"Adults",0.347107438016529
2014-12-01,58,26,90,84,"Pups",0.224806201550388
2014-12-01,58,26,90,84,"Juveniles",0.10077519379845
2014-12-01,58,26,90,84,"Subadults",0.348837209302326
2014-12-01,58,26,90,84,"Adults",0.325581395348837
2015-01-01,59,21,77,102,"Pups",0.227799227799228
2015-01-01,59,21,77,102,"Juveniles",0.0810810810810811
2015-01-01,59,21,77,102,"Subadults",0.297297297297297
2015-01-01,59,21,77,102,"Adults",0.393822393822394
2015-02-01,40,28,61,106,"Pups",0.170212765957447
2015-02-01,40,28,61,106,"Juveniles",0.119148936170213
2015-02-01,40,28,61,106,"Subadults",0.259574468085106
2015-02-01,40,28,61,106,"Adults",0.451063829787234
2015-03-01,53,25,55,120,"Pups",0.209486166007905
2015-03-01,53,25,55,120,"Juveniles",0.0988142292490119
2015-03-01,53,25,55,120,"Subadults",0.217391304347826
2015-03-01,53,25,55,120,"Adults",0.474308300395257
2015-04-01,37,28,45,128,"Pups",0.15546218487395
2015-04-01,37,28,45,128,"Juveniles",0.117647058823529
2015-04-01,37,28,45,128,"Subadults",0.189075630252101
2015-04-01,37,28,45,128,"Adults",0.53781512605042
2015-05-01,31,25,44,135,"Pups",0.131914893617021
2015-05-01,31,25,44,135,"Juveniles",0.106382978723404
2015-05-01,31,25,44,135,"Subadults",0.187234042553191
2015-05-01,31,25,44,135,"Adults",0.574468085106383
2015-06-01,22,22,48,134,"Pups",0.0973451327433628
2015-06-01,22,22,48,134,"Juveniles",0.0973451327433628
2015-06-01,22,22,48,134,"Subadults",0.212389380530973
2015-06-01,22,22,48,134,"Adults",0.592920353982301
2015-07-01,28,29,44,144,"Pups",0.114285714285714
2015-07-01,28,29,44,144,"Juveniles",0.118367346938776
2015-07-01,28,29,44,144,"Subadults",0.179591836734694
2015-07-01,28,29,44,144,"Adults",0.587755102040816
2015-08-01,43,30,46,133,"Pups",0.170634920634921
2015-08-01,43,30,46,133,"Juveniles",0.119047619047619
2015-08-01,43,30,46,133,"Subadults",0.182539682539683
2015-08-01,43,30,46,133,"Adults",0.527777777777778
2015-09-01,43,12,55,131,"Pups",0.178423236514523
2015-09-01,43,12,55,131,"Juveniles",0.0497925311203319
2015-09-01,43,12,55,131,"Subadults",0.228215767634855
2015-09-01,43,12,55,131,"Adults",0.54356846473029
2015-10-01,67,14,49,119,"Pups",0.269076305220884
2015-10-01,67,14,49,119,"Juveniles",0.0562248995983936
2015-10-01,67,14,49,119,"Subadults",0.196787148594378
2015-10-01,67,14,49,119,"Adults",0.477911646586345
2015-11-01,49,17,47,126,"Pups",0.205020920502092
2015-11-01,49,17,47,126,"Juveniles",0.0711297071129707
2015-11-01,49,17,47,126,"Subadults",0.196652719665272
2015-11-01,49,17,47,126,"Adults",0.527196652719665
2015-12-01,32,25,40,124,"Pups",0.144796380090498
2015-12-01,32,25,40,124,"Juveniles",0.113122171945701
2015-12-01,32,25,40,124,"Subadults",0.180995475113122
2015-12-01,32,25,40,124,"Adults",0.561085972850679
2016-01-01,0,22,29,116,"Pups",0
2016-01-01,0,22,29,116,"Juveniles",0.131736526946108
2016-01-01,0,22,29,116,"Subadults",0.173652694610778
2016-01-01,0,22,29,116,"Adults",0.694610778443114
2016-02-01,0,10,30,105,"Pups",0
2016-02-01,0,10,30,105,"Juveniles",0.0689655172413793
2016-02-01,0,10,30,105,"Subadults",0.206896551724138
2016-02-01,0,10,30,105,"Adults",0.724137931034483
2016-03-01,4,0,36,86,"Pups",0.0317460317460317
2016-03-01,4,0,36,86,"Juveniles",0
2016-03-01,4,0,36,86,"Subadults",0.285714285714286
2016-03-01,4,0,36,86,"Adults",0.682539682539683
2016-04-01,6,0,20,87,"Pups",0.0530973451327434
2016-04-01,6,0,20,87,"Juveniles",0
2016-04-01,6,0,20,87,"Subadults",0.176991150442478
2016-04-01,6,0,20,87,"Adults",0.769911504424779
2016-05-01,33,0,15,90,"Pups",0.239130434782609
2016-05-01,33,0,15,90,"Juveniles",0
2016-05-01,33,0,15,90,"Subadults",0.108695652173913
2016-05-01,33,0,15,90,"Adults",0.652173913043478
2016-06-01,31,1,14,86,"Pups",0.234848484848485
2016-06-01,31,1,14,86,"Juveniles",0.00757575757575758
2016-06-01,31,1,14,86,"Subadults",0.106060606060606
2016-06-01,31,1,14,86,"Adults",0.651515151515151
2016-07-01,39,0,8,77,"Pups",0.314516129032258
2016-07-01,39,0,8,77,"Juveniles",0
2016-07-01,39,0,8,77,"Subadults",0.0645161290322581
2016-07-01,39,0,8,77,"Adults",0.620967741935484
2016-08-01,26,22,4,67,"Pups",0.218487394957983
2016-08-01,26,22,4,67,"Juveniles",0.184873949579832
2016-08-01,26,22,4,67,"Subadults",0.0336134453781513
2016-08-01,26,22,4,67,"Adults",0.563025210084034
2016-09-01,29,25,0,69,"Pups",0.235772357723577
2016-09-01,29,25,0,69,"Juveniles",0.203252032520325
2016-09-01,29,25,0,69,"Subadults",0
2016-09-01,29,25,0,69,"Adults",0.560975609756098
2016-10-01,38,25,0,68,"Pups",0.290076335877863
2016-10-01,38,25,0,68,"Juveniles",0.190839694656489
2016-10-01,38,25,0,68,"Subadults",0
2016-10-01,38,25,0,68,"Adults",0.519083969465649
2016-11-01,19,18,24,61,"Pups",0.155737704918033
2016-11-01,19,18,24,61,"Juveniles",0.147540983606557
2016-11-01,19,18,24,61,"Subadults",0.19672131147541
2016-11-01,19,18,24,61,"Adults",0.5
2016-12-01,27,18,23,56,"Pups",0.217741935483871
2016-12-01,27,18,23,56,"Juveniles",0.145161290322581
2016-12-01,27,18,23,56,"Subadults",0.185483870967742
2016-12-01,27,18,23,56,"Adults",0.451612903225806
2017-01-01,39,27,20,51,"Pups",0.284671532846715
2017-01-01,39,27,20,51,"Juveniles",0.197080291970803
2017-01-01,39,27,20,51,"Subadults",0.145985401459854
2017-01-01,39,27,20,51,"Adults",0.372262773722628
2017-02-01,48,13,38,46,"Pups",0.331034482758621
2017-02-01,48,13,38,46,"Juveniles",0.0896551724137931
2017-02-01,48,13,38,46,"Subadults",0.262068965517241
2017-02-01,48,13,38,46,"Adults",0.317241379310345
2017-03-01,52,25,37,40,"Pups",0.337662337662338
2017-03-01,52,25,37,40,"Juveniles",0.162337662337662
2017-03-01,52,25,37,40,"Subadults",0.24025974025974
2017-03-01,52,25,37,40,"Adults",0.25974025974026
2017-04-01,45,26,44,41,"Pups",0.288461538461538
2017-04-01,45,26,44,41,"Juveniles",0.166666666666667
2017-04-01,45,26,44,41,"Subadults",0.282051282051282
2017-04-01,45,26,44,41,"Adults",0.262820512820513
2017-05-01,26,37,33,57,"Pups",0.169934640522876
2017-05-01,26,37,33,57,"Juveniles",0.241830065359477
2017-05-01,26,37,33,57,"Subadults",0.215686274509804
2017-05-01,26,37,33,57,"Adults",0.372549019607843
2017-06-01,13,38,41,58,"Pups",0.0866666666666667
2017-06-01,13,38,41,58,"Juveniles",0.253333333333333
2017-06-01,13,38,41,58,"Subadults",0.273333333333333
2017-06-01,13,38,41,58,"Adults",0.386666666666667
2017-07-01,9,31,51,54,"Pups",0.0620689655172414
2017-07-01,9,31,51,54,"Juveniles",0.213793103448276
2017-07-01,9,31,51,54,"Subadults",0.351724137931034
2017-07-01,9,31,51,54,"Adults",0.372413793103448
2017-08-01,2,23,45,70,"Pups",0.0142857142857143
2017-08-01,2,23,45,70,"Juveniles",0.164285714285714
2017-08-01,2,23,45,70,"Subadults",0.321428571428571
2017-08-01,2,23,45,70,"Adults",0.5
2017-09-01,12,12,59,65,"Pups",0.0810810810810811
2017-09-01,12,12,59,65,"Juveniles",0.0810810810810811
2017-09-01,12,12,59,65,"Subadults",0.398648648648649
2017-09-01,12,12,59,65,"Adults",0.439189189189189
2017-10-01,9,8,54,68,"Pups",0.0647482014388489
2017-10-01,9,8,54,68,"Juveniles",0.0575539568345324
2017-10-01,9,8,54,68,"Subadults",0.388489208633094
2017-10-01,9,8,54,68,"Adults",0.489208633093525
2017-11-01,21,2,56,67,"Pups",0.143835616438356
2017-11-01,21,2,56,67,"Juveniles",0.0136986301369863
2017-11-01,21,2,56,67,"Subadults",0.383561643835616
2017-11-01,21,2,56,67,"Adults",0.458904109589041
2017-12-01,14,5,45,75,"Pups",0.100719424460432
2017-12-01,14,5,45,75,"Juveniles",0.0359712230215827
2017-12-01,14,5,45,75,"Subadults",0.323741007194245
2017-12-01,14,5,45,75,"Adults",0.539568345323741
2018-01-01,19,7,36,79,"Pups",0.134751773049645
2018-01-01,19,7,36,79,"Juveniles",0.049645390070922
2018-01-01,19,7,36,79,"Subadults",0.25531914893617
2018-01-01,19,7,36,79,"Adults",0.560283687943262
2018-02-01,24,7,21,89,"Pups",0.170212765957447
2018-02-01,24,7,21,89,"Juveniles",0.049645390070922
2018-02-01,24,7,21,89,"Subadults",0.148936170212766
2018-02-01,24,7,21,89,"Adults",0.631205673758865
2018-03-01,20,8,18,96,"Pups",0.140845070422535
2018-03-01,20,8,18,96,"Juveniles",0.0563380281690141
2018-03-01,20,8,18,96,"Subadults",0.126760563380282
2018-03-01,20,8,18,96,"Adults",0.676056338028169
2018-04-01,21,6,15,89,"Pups",0.16030534351145
2018-04-01,21,6,15,89,"Juveniles",0.0458015267175573
2018-04-01,21,6,15,89,"Subadults",0.114503816793893
2018-04-01,21,6,15,89,"Adults",0.679389312977099
2018-05-01,34,12,9,93,"Pups",0.22972972972973
2018-05-01,34,12,9,93,"Juveniles",0.0810810810810811
2018-05-01,34,12,9,93,"Subadults",0.0608108108108108
2018-05-01,34,12,9,93,"Adults",0.628378378378378
2018-06-01,33,13,13,95,"Pups",0.214285714285714
2018-06-01,33,13,13,95,"Juveniles",0.0844155844155844
2018-06-01,33,13,13,95,"Subadults",0.0844155844155844
2018-06-01,33,13,13,95,"Adults",0.616883116883117
2018-07-01,31,11,12,92,"Pups",0.212328767123288
2018-07-01,31,11,12,92,"Juveniles",0.0753424657534247
2018-07-01,31,11,12,92,"Subadults",0.0821917808219178
2018-07-01,31,11,12,92,"Adults",0.63013698630137
2018-08-01,23,29,15,84,"Pups",0.152317880794702
2018-08-01,23,29,15,84,"Juveniles",0.19205298013245
2018-08-01,23,29,15,84,"Subadults",0.0993377483443709
2018-08-01,23,29,15,84,"Adults",0.556291390728477
2018-09-01,12,27,21,82,"Pups",0.0845070422535211
2018-09-01,12,27,21,82,"Juveniles",0.190140845070423
2018-09-01,12,27,21,82,"Subadults",0.147887323943662
2018-09-01,12,27,21,82,"Adults",0.577464788732394
2018-10-01,17,28,16,80,"Pups",0.120567375886525
2018-10-01,17,28,16,80,"Juveniles",0.198581560283688
2018-10-01,17,28,16,80,"Subadults",0.113475177304965
2018-10-01,17,28,16,80,"Adults",0.567375886524823
2018-11-01,10,15,31,75,"Pups",0.0763358778625954
2018-11-01,10,15,31,75,"Juveniles",0.114503816793893
2018-11-01,10,15,31,75,"Subadults",0.236641221374046
2018-11-01,10,15,31,75,"Adults",0.572519083969466
2018-12-01,20,8,32,73,"Pups",0.150375939849624
2018-12-01,20,8,32,73,"Juveniles",0.0601503759398496
2018-12-01,20,8,32,73,"Subadults",0.240601503759398
2018-12-01,20,8,32,73,"Adults",0.548872180451128
2019-01-01,21,10,34,73,"Pups",0.152173913043478
2019-01-01,21,10,34,73,"Juveniles",0.072463768115942
2019-01-01,21,10,34,73,"Subadults",0.246376811594203
2019-01-01,21,10,34,73,"Adults",0.528985507246377
2019-02-01,22,4,39,69,"Pups",0.164179104477612
2019-02-01,22,4,39,69,"Juveniles",0.0298507462686567
2019-02-01,22,4,39,69,"Subadults",0.291044776119403
2019-02-01,22,4,39,69,"Adults",0.514925373134328
2019-03-01,40,4,31,70,"Pups",0.275862068965517
2019-03-01,40,4,31,70,"Juveniles",0.0275862068965517
2019-03-01,40,4,31,70,"Subadults",0.213793103448276
2019-03-01,40,4,31,70,"Adults",0.482758620689655
2019-04-01,36,10,32,66,"Pups",0.25
2019-04-01,36,10,32,66,"Juveniles",0.0694444444444444
2019-04-01,36,10,32,66,"Subadults",0.222222222222222
2019-04-01,36,10,32,66,"Adults",0.458333333333333
2019-05-01,51,13,21,71,"Pups",0.326923076923077
2019-05-01,51,13,21,71,"Juveniles",0.0833333333333333
2019-05-01,51,13,21,71,"Subadults",0.134615384615385
2019-05-01,51,13,21,71,"Adults",0.455128205128205
2019-06-01,44,18,15,72,"Pups",0.295302013422819
2019-06-01,44,18,15,72,"Juveniles",0.120805369127517
2019-06-01,44,18,15,72,"Subadults",0.100671140939597
2019-06-01,44,18,15,72,"Adults",0.483221476510067
2019-07-01,27,32,18,73,"Pups",0.18
2019-07-01,27,32,18,73,"Juveniles",0.213333333333333
2019-07-01,27,32,18,73,"Subadults",0.12
2019-07-01,27,32,18,73,"Adults",0.486666666666667
2019-08-01,11,41,17,78,"Pups",0.0748299319727891
2019-08-01,11,41,17,78,"Juveniles",0.27891156462585
2019-08-01,11,41,17,78,"Subadults",0.115646258503401
2019-08-01,11,41,17,78,"Adults",0.530612244897959
2019-09-01,10,34,22,74,"Pups",0.0714285714285714
2019-09-01,10,34,22,74,"Juveniles",0.242857142857143
2019-09-01,10,34,22,74,"Subadults",0.157142857142857
2019-09-01,10,34,22,74,"Adults",0.528571428571429
2019-10-01,7,19,33,77,"Pups",0.0514705882352941
2019-10-01,7,19,33,77,"Juveniles",0.139705882352941
2019-10-01,7,19,33,77,"Subadults",0.242647058823529
2019-10-01,7,19,33,77,"Adults",0.566176470588235
2019-11-01,17,9,46,65,"Pups",0.124087591240876
2019-11-01,17,9,46,65,"Juveniles",0.0656934306569343
2019-11-01,17,9,46,65,"Subadults",0.335766423357664
2019-11-01,17,9,46,65,"Adults",0.474452554744526
2019-12-01,22,6,50,59,"Pups",0.160583941605839
2019-12-01,22,6,50,59,"Juveniles",0.0437956204379562
2019-12-01,22,6,50,59,"Subadults",0.364963503649635
2019-12-01,22,6,50,59,"Adults",0.430656934306569
2020-01-01,39,6,41,71,"Pups",0.248407643312102
2020-01-01,39,6,41,71,"Juveniles",0.0382165605095541
2020-01-01,39,6,41,71,"Subadults",0.261146496815287
